"","X","website","query","titles","location","wage","skills","lon","lat"
"664",1379,"Cyber Coders","Data Engineer","Senior Data Engineer","San Francisco, CA","Compensation Unspecified","Non-Relational Databases",-122.4194155,37.7749295
"665",1380,"Cyber Coders","Data Engineer","Senior Data Engineer","San Francisco, CA","Compensation Unspecified","Performance Analysis",-122.4194155,37.7749295
"666",1381,"Cyber Coders","Data Engineer","Senior Data Engineer","San Francisco, CA","Compensation Unspecified","Python",-122.4194155,37.7749295
"667",1382,"Cyber Coders","Data Engineer","Senior Data Engineer","San Francisco, CA","Compensation Unspecified","Relational Databases",-122.4194155,37.7749295
"668",1383,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Francisco, CA","Compensation Unspecified","Advertisement",-122.4194155,37.7749295
"669",1384,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Francisco, CA","Compensation Unspecified","Big Data",-122.4194155,37.7749295
"670",1385,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Francisco, CA","Compensation Unspecified","Java",-122.4194155,37.7749295
"671",1386,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Francisco, CA","Compensation Unspecified","REST API",-122.4194155,37.7749295
"672",1387,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Francisco, CA","Compensation Unspecified","SQL",-122.4194155,37.7749295
"673",1388,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Jose, CA","Compensation Unspecified","Advertisement",-121.8863286,37.3382082
"674",1389,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Jose, CA","Compensation Unspecified","Big Data",-121.8863286,37.3382082
"675",1390,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Jose, CA","Compensation Unspecified","Java",-121.8863286,37.3382082
"676",1391,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Jose, CA","Compensation Unspecified","REST API",-121.8863286,37.3382082
"677",1392,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Jose, CA","Compensation Unspecified","SQL",-121.8863286,37.3382082
"678",1393,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Mateo, CA","Compensation Unspecified","Advertisement",-122.3255254,37.5629917
"679",1394,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Mateo, CA","Compensation Unspecified","Big Data",-122.3255254,37.5629917
"680",1395,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Mateo, CA","Compensation Unspecified","Java",-122.3255254,37.5629917
"681",1396,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Mateo, CA","Compensation Unspecified","REST API",-122.3255254,37.5629917
"682",1397,"Cyber Coders","Data Engineer","Senior Data Engineer - Advertising Industry","San Mateo, CA","Compensation Unspecified","SQL",-122.3255254,37.5629917
"683",1398,"Cyber Coders","Data Engineer","Senior Data Engineer - Remote Flexibility!","Los Angeles, CA","Full-time $130k - $200k","Kafka",-118.2436849,34.0522342
"684",1399,"Cyber Coders","Data Engineer","Senior Data Engineer - Remote Flexibility!","Los Angeles, CA","Full-time $130k - $200k","Python",-118.2436849,34.0522342
"685",1400,"Cyber Coders","Data Engineer","Senior Data Engineer - Remote Flexibility!","Los Angeles, CA","Full-time $130k - $200k","SPARK",-118.2436849,34.0522342
"686",1401,"Cyber Coders","Data Engineer","Senior Data Engineer - Scala","Redwood City, CA","Compensation Unspecified","AWS",-122.2363548,37.4852152
"687",1402,"Cyber Coders","Data Engineer","Senior Data Engineer - Scala","Redwood City, CA","Compensation Unspecified","K8S",-122.2363548,37.4852152
"688",1403,"Cyber Coders","Data Engineer","Senior Data Engineer - Scala","Redwood City, CA","Compensation Unspecified","Scala",-122.2363548,37.4852152
"689",1404,"Cyber Coders","Data Engineer","Senior Data Engineer - Scala","Redwood City, CA","Compensation Unspecified","TypeScript",-122.2363548,37.4852152
"690",1405,"Cyber Coders","Data Engineer","Senior Data Engineer - Scala","Redwood City, CA","Compensation Unspecified","graphql",-122.2363548,37.4852152
"691",1406,"Cyber Coders","Data Engineer","Senior Data Engineer - Spark, Python, vision","Mountain View, CA","Full-time $160k - $200k","Bokeh",-122.0838511,37.3860517
"692",1407,"Cyber Coders","Data Engineer","Senior Data Engineer - Spark, Python, vision","Mountain View, CA","Full-time $160k - $200k","Python",-122.0838511,37.3860517
"693",1408,"Cyber Coders","Data Engineer","Senior Data Engineer - Spark, Python, vision","Mountain View, CA","Full-time $160k - $200k","SPARK",-122.0838511,37.3860517
"694",1409,"Cyber Coders","Data Engineer","Senior Data Engineer - Spark, Python, vision","Mountain View, CA","Full-time $160k - $200k","d3.js",-122.0838511,37.3860517
"695",1410,"Cyber Coders","Data Engineer","Senior Data Engineer - Spark, Python, vision","Mountain View, CA","Full-time $160k - $200k","matplotlib",-122.0838511,37.3860517
"696",1411,"Cyber Coders","Data Engineer","Senior Design Verification Engineer  - Power Management (Analog)","Los Angeles, CA","Full-time $130k - $175k","Analog Circuits",-118.2436849,34.0522342
"697",1412,"Cyber Coders","Data Engineer","Senior Design Verification Engineer  - Power Management (Analog)","Los Angeles, CA","Full-time $130k - $175k","Characterization",-118.2436849,34.0522342
"698",1413,"Cyber Coders","Data Engineer","Senior Design Verification Engineer  - Power Management (Analog)","Los Angeles, CA","Full-time $130k - $175k","Power IC",-118.2436849,34.0522342
"699",1414,"Cyber Coders","Data Engineer","Senior Design Verification Engineer  - Power Management (Analog)","Los Angeles, CA","Full-time $130k - $175k","Product Development",-118.2436849,34.0522342
"700",1415,"Cyber Coders","Data Engineer","Senior Design Verification Engineer  - Power Management (Analog)","Los Angeles, CA","Full-time $130k - $175k","Product definition",-118.2436849,34.0522342
"701",1416,"Cyber Coders","Data Engineer","Senior FPGA Engineer - PCIe, DDR, DMA","Austin, TX","Compensation Unspecified","DDR memory",-97.7430608,30.267153
"702",1417,"Cyber Coders","Data Engineer","Senior FPGA Engineer - PCIe, DDR, DMA","Austin, TX","Compensation Unspecified","DMA",-97.7430608,30.267153
"703",1418,"Cyber Coders","Data Engineer","Senior FPGA Engineer - PCIe, DDR, DMA","Austin, TX","Compensation Unspecified","JESD",-97.7430608,30.267153
"704",1419,"Cyber Coders","Data Engineer","Senior FPGA Engineer - PCIe, DDR, DMA","Austin, TX","Compensation Unspecified","New Product Development",-97.7430608,30.267153
"705",1420,"Cyber Coders","Data Engineer","Senior FPGA Engineer - PCIe, DDR, DMA","Austin, TX","Compensation Unspecified","PCIe",-97.7430608,30.267153
"706",1421,"Cyber Coders","Data Engineer","Senior FPGA Engineer - Verilog, DSP, RTL Synthesis","Redwood City, CA","Full-time $140k - $175k","Algorithm Implementation",-122.2363548,37.4852152
"707",1422,"Cyber Coders","Data Engineer","Senior FPGA Engineer - Verilog, DSP, RTL Synthesis","Redwood City, CA","Full-time $140k - $175k","Digital Design",-122.2363548,37.4852152
"708",1423,"Cyber Coders","Data Engineer","Senior FPGA Engineer - Verilog, DSP, RTL Synthesis","Redwood City, CA","Full-time $140k - $175k","Digital signal processing (DSP",-122.2363548,37.4852152
"709",1424,"Cyber Coders","Data Engineer","Senior FPGA Engineer - Verilog, DSP, RTL Synthesis","Redwood City, CA","Full-time $140k - $175k","FPGA Design",-122.2363548,37.4852152
"710",1425,"Cyber Coders","Data Engineer","Senior FPGA Engineer - Verilog, DSP, RTL Synthesis","Redwood City, CA","Full-time $140k - $175k","Real-Time Signal Processing",-122.2363548,37.4852152
"711",1426,"Cyber Coders","Data Engineer","Senior Front End Engineer - React.js, UX/UI -Partial Remote","Grapevine, TX","Full-time $90k - $130k","Front End Development",-97.0780654,32.9342919
"712",1427,"Cyber Coders","Data Engineer","Senior Front End Engineer - React.js, UX/UI -Partial Remote","Grapevine, TX","Full-time $90k - $130k","Geo Data Visualization",-97.0780654,32.9342919
"713",1428,"Cyber Coders","Data Engineer","Senior Front End Engineer - React.js, UX/UI -Partial Remote","Grapevine, TX","Full-time $90k - $130k","HTML/CSS",-97.0780654,32.9342919
"714",1429,"Cyber Coders","Data Engineer","Senior Front End Engineer - React.js, UX/UI -Partial Remote","Grapevine, TX","Full-time $90k - $130k","REACT",-97.0780654,32.9342919
"715",1430,"Cyber Coders","Data Engineer","Senior Front End Engineer - React.js, UX/UI -Partial Remote","Grapevine, TX","Full-time $90k - $130k","UX/UI",-97.0780654,32.9342919
"716",1431,"Cyber Coders","Data Engineer","Senior Full Stack Software Engineer - (TS/SCI -Linux- Big Data)","Springfield, VA","Compensation Unspecified","Big Data",-77.1872036,38.7892801
"717",1432,"Cyber Coders","Data Engineer","Senior Full Stack Software Engineer - (TS/SCI -Linux- Big Data)","Springfield, VA","Compensation Unspecified","Full Stack",-77.1872036,38.7892801
"718",1433,"Cyber Coders","Data Engineer","Senior Full Stack Software Engineer - (TS/SCI -Linux- Big Data)","Springfield, VA","Compensation Unspecified","Linux",-77.1872036,38.7892801
"719",1434,"Cyber Coders","Data Engineer","Senior Full Stack Software Engineer - (TS/SCI -Linux- Big Data)","Springfield, VA","Compensation Unspecified","Python",-77.1872036,38.7892801
"720",1435,"Cyber Coders","Data Engineer","Senior Full Stack Software Engineer - (TS/SCI -Linux- Big Data)","Springfield, VA","Compensation Unspecified","TS/SCI",-77.1872036,38.7892801
"721",1436,"Cyber Coders","Data Engineer","Senior Geotechnical Engineer - Geotechnical Design","Montclair, CA","Compensation Unspecified","Design Recommendations",-117.6897776,34.0775104
"722",1437,"Cyber Coders","Data Engineer","Senior Geotechnical Engineer - Geotechnical Design","Montclair, CA","Compensation Unspecified","Field Operations",-117.6897776,34.0775104
"723",1438,"Cyber Coders","Data Engineer","Senior Geotechnical Engineer - Geotechnical Design","Montclair, CA","Compensation Unspecified","Geotechnical Design",-117.6897776,34.0775104
"724",1439,"Cyber Coders","Data Engineer","Senior Geotechnical Engineer - Geotechnical Design","Montclair, CA","Compensation Unspecified","Sampling",-117.6897776,34.0775104
"725",1440,"Cyber Coders","Data Engineer","Senior Geotechnical Engineer - Geotechnical Design","Montclair, CA","Compensation Unspecified","data gathering",-117.6897776,34.0775104
"726",1441,"Cyber Coders","Data Engineer","Senior Java Engineer (Fintech / Trading)","Chicago, IL","Full-time $150k - $160k","Java",-87.6297982,41.8781136
"727",1442,"Cyber Coders","Data Engineer","Senior Java Engineer (Fintech / Trading)","Chicago, IL","Full-time $150k - $160k","Market Data Feeds",-87.6297982,41.8781136
"728",1443,"Cyber Coders","Data Engineer","Senior Java Engineer (Fintech / Trading)","Chicago, IL","Full-time $150k - $160k","Spring/Hibernate",-87.6297982,41.8781136
"729",1444,"Cyber Coders","Data Engineer","Senior Java Engineer (Fintech / Trading)","Chicago, IL","Full-time $150k - $160k","multicasting",-87.6297982,41.8781136
"730",1445,"Cyber Coders","Data Engineer","Senior Java Engineer- Backend","Sunnyvale, CA","Full-time $150k - $175k","Apache Solr",-122.0363496,37.36883
"731",1446,"Cyber Coders","Data Engineer","Senior Java Engineer- Backend","Sunnyvale, CA","Full-time $150k - $175k","Data Caching Services",-122.0363496,37.36883
"732",1447,"Cyber Coders","Data Engineer","Senior Java Engineer- Backend","Sunnyvale, CA","Full-time $150k - $175k","J2EE",-122.0363496,37.36883
"733",1448,"Cyber Coders","Data Engineer","Senior Java Engineer- Backend","Sunnyvale, CA","Full-time $150k - $175k","Java",-122.0363496,37.36883
"734",1449,"Cyber Coders","Data Engineer","Senior Java Engineer- Backend","Sunnyvale, CA","Full-time $150k - $175k","Rest",-122.0363496,37.36883
"735",1450,"Cyber Coders","Data Engineer","Senior Machine Learning Engineer","Boston, MA","Compensation Unspecified","Java",-71.0588801,42.3600825
"736",1451,"Cyber Coders","Data Engineer","Senior Machine Learning Engineer","Boston, MA","Compensation Unspecified","Machine Learning",-71.0588801,42.3600825
"737",1452,"Cyber Coders","Data Engineer","Senior Machine Learning Engineer","Boston, MA","Compensation Unspecified","Minimum Viable Cloud",-71.0588801,42.3600825
"738",1453,"Cyber Coders","Data Engineer","Senior Machine Learning Engineer","Boston, MA","Compensation Unspecified","Python",-71.0588801,42.3600825
"739",1454,"Cyber Coders","Data Engineer","Senior Machine Learning Engineer","Boston, MA","Compensation Unspecified","SPARK",-71.0588801,42.3600825
"740",1455,"Cyber Coders","Data Engineer","Senior Mechanical Design Engineer, 10+ years - DSA/OSHPD","Los Angeles, CA","Compensation Unspecified","HVAC",-118.2436849,34.0522342
"741",1456,"Cyber Coders","Data Engineer","Senior Mechanical Design Engineer, 10+ years - DSA/OSHPD","Los Angeles, CA","Compensation Unspecified","Mechanical Design Engineer",-118.2436849,34.0522342
"742",1457,"Cyber Coders","Data Engineer","Senior Mechanical Design Engineer, 10+ years - DSA/OSHPD","Los Angeles, CA","Compensation Unspecified","Mechanical Engineer",-118.2436849,34.0522342
"743",1458,"Cyber Coders","Data Engineer","Senior Mechanical Design Engineer, 10+ years - DSA/OSHPD","Los Angeles, CA","Compensation Unspecified","OSHPD",-118.2436849,34.0522342
"744",1459,"Cyber Coders","Data Engineer","Senior Mechanical Design Engineer, 10+ years - DSA/OSHPD","Los Angeles, CA","Compensation Unspecified","Senior Mechanical Engineer",-118.2436849,34.0522342
"745",1460,"Cyber Coders","Data Engineer","Senior Mobile Engineer (Native Android/Kotlin)","Chicago, IL","Full-time $130k - $150k","Dagger/Retrofit/Espresso",-87.6297982,41.8781136
"746",1461,"Cyber Coders","Data Engineer","Senior Mobile Engineer (Native Android/Kotlin)","Chicago, IL","Full-time $130k - $150k","Java/RxJava",-87.6297982,41.8781136
"747",1462,"Cyber Coders","Data Engineer","Senior Mobile Engineer (Native Android/Kotlin)","Chicago, IL","Full-time $130k - $150k","Kotlin",-87.6297982,41.8781136
"748",1463,"Cyber Coders","Data Engineer","Senior Mobile Engineer (Native Android/Kotlin)","Chicago, IL","Full-time $130k - $150k","MVVM",-87.6297982,41.8781136
"749",1464,"Cyber Coders","Data Engineer","Senior Mobile Engineer (Native Android/Kotlin)","Chicago, IL","Full-time $130k - $150k","Native Android Applications",-87.6297982,41.8781136
"750",1465,"Cyber Coders","Data Engineer","Senior Mobile Engineer - East LA","Los Angeles, CA","Full-time $140k - $175k","Android Application Development",-118.2436849,34.0522342
"751",1466,"Cyber Coders","Data Engineer","Senior Mobile Engineer - East LA","Los Angeles, CA","Full-time $140k - $175k","Android architecture - MVP / MVVM / MVI",-118.2436849,34.0522342
"752",1467,"Cyber Coders","Data Engineer","Senior Mobile Engineer - East LA","Los Angeles, CA","Full-time $140k - $175k","Computer Science Fundamentals",-118.2436849,34.0522342
"753",1468,"Cyber Coders","Data Engineer","Senior Mobile Engineer - East LA","Los Angeles, CA","Full-time $140k - $175k","Java / Kotlin",-118.2436849,34.0522342
"754",1469,"Cyber Coders","Data Engineer","Senior Mobile Engineer - East LA","Los Angeles, CA","Full-time $140k - $175k","data structure experience",-118.2436849,34.0522342
"755",1470,"Cyber Coders","Data Engineer","Senior MySQL Developer - Healthcare Software Company","Phoenix, AZ","Full-time $80k - $120k","Linux",-112.0740373,33.4483771
"756",1471,"Cyber Coders","Data Engineer","Senior MySQL Developer - Healthcare Software Company","Phoenix, AZ","Full-time $80k - $120k","MySQL",-112.0740373,33.4483771
"757",1472,"Cyber Coders","Data Engineer","Senior MySQL Developer - Healthcare Software Company","Phoenix, AZ","Full-time $80k - $120k","SQL Development",-112.0740373,33.4483771
"758",1473,"Cyber Coders","Data Engineer","Senior MySQL Developer - Healthcare Software Company","Phoenix, AZ","Full-time $80k - $120k","SQL Server",-112.0740373,33.4483771
"759",1474,"Cyber Coders","Data Engineer","Senior MySQL Developer - Healthcare Software Company","Phoenix, AZ","Full-time $80k - $120k","Troubleshooting",-112.0740373,33.4483771
"760",1475,"Cyber Coders","Data Engineer","Senior Network Engineer - Network Protocols, Juniper Network","West Palm Beach, FL","Full-time $80k - $130k","Juniper Network",-80.0533746,26.7153424
"761",1476,"Cyber Coders","Data Engineer","Senior Network Engineer - Network Protocols, Juniper Network","West Palm Beach, FL","Full-time $80k - $130k","Linux",-80.0533746,26.7153424
"762",1477,"Cyber Coders","Data Engineer","Senior Network Engineer - Network Protocols, Juniper Network","West Palm Beach, FL","Full-time $80k - $130k","Network Protocols",-80.0533746,26.7153424
"763",1478,"Cyber Coders","Data Engineer","Senior Network Engineer - Network Protocols, Juniper Network","West Palm Beach, FL","Full-time $80k - $130k","Overlay networks",-80.0533746,26.7153424
"764",1479,"Cyber Coders","Data Engineer","Senior Network Engineer - Network Protocols, Juniper Network","West Palm Beach, FL","Full-time $80k - $130k","Virtualization",-80.0533746,26.7153424
"765",1480,"Cyber Coders","Data Engineer","Senior Product Engineer - HealthTech/Research Data Applications","New York, NY","Full-time $150k - $200k","Database Design",-74.0059728,40.7127753
"766",1481,"Cyber Coders","Data Engineer","Senior Product Engineer - HealthTech/Research Data Applications","New York, NY","Full-time $150k - $200k","JavaScript",-74.0059728,40.7127753
"767",1482,"Cyber Coders","Data Engineer","Senior Product Engineer - HealthTech/Research Data Applications","New York, NY","Full-time $150k - $200k","Linux",-74.0059728,40.7127753
"768",1483,"Cyber Coders","Data Engineer","Senior Product Engineer - HealthTech/Research Data Applications","New York, NY","Full-time $150k - $200k","Python",-74.0059728,40.7127753
"769",1484,"Cyber Coders","Data Engineer","Senior Product Engineer - HealthTech/Research Data Applications","New York, NY","Full-time $150k - $200k","Web Application Development",-74.0059728,40.7127753
"770",1485,"Cyber Coders","Data Engineer","Senior R&D Engineer","Loveland, CO","Compensation Unspecified","Control Systems",-105.0749801,40.3977612
"771",1486,"Cyber Coders","Data Engineer","Senior R&D Engineer","Loveland, CO","Compensation Unspecified","LabView",-105.0749801,40.3977612
"772",1487,"Cyber Coders","Data Engineer","Senior R&D Engineer","Loveland, CO","Compensation Unspecified","MotoHawk",-105.0749801,40.3977612
"773",1488,"Cyber Coders","Data Engineer","Senior R&D Engineer","Loveland, CO","Compensation Unspecified","Raptor",-105.0749801,40.3977612
"774",1489,"Cyber Coders","Data Engineer","Senior R&D Engineer","Loveland, CO","Compensation Unspecified","SimuLink",-105.0749801,40.3977612
"775",1490,"Cyber Coders","Data Engineer","Senior Reports Software Engineer (REMOTE)","MIDDLE CITY WEST, PA","Compensation Unspecified","Business Intelligence",-75.174484,39.9524611
"776",1491,"Cyber Coders","Data Engineer","Senior Reports Software Engineer (REMOTE)","MIDDLE CITY WEST, PA","Compensation Unspecified","Data Warehousing",-75.174484,39.9524611
"777",1492,"Cyber Coders","Data Engineer","Senior Reports Software Engineer (REMOTE)","MIDDLE CITY WEST, PA","Compensation Unspecified","Looker",-75.174484,39.9524611
"778",1493,"Cyber Coders","Data Engineer","Senior Reports Software Engineer (REMOTE)","MIDDLE CITY WEST, PA","Compensation Unspecified","Reports Developer",-75.174484,39.9524611
"779",1494,"Cyber Coders","Data Engineer","Senior Reports Software Engineer (REMOTE)","MIDDLE CITY WEST, PA","Compensation Unspecified","SQL",-75.174484,39.9524611
"780",1495,"Cyber Coders","Data Engineer","Senior Software Developer","New Windsor, NY","Full-time $80k - $110k","Analytics",-74.1122506,41.4706446
"781",1496,"Cyber Coders","Data Engineer","Senior Software Developer","New Windsor, NY","Full-time $80k - $110k","Big Data",-74.1122506,41.4706446
"782",1497,"Cyber Coders","Data Engineer","Senior Software Developer","New Windsor, NY","Full-time $80k - $110k","JSON",-74.1122506,41.4706446
"783",1498,"Cyber Coders","Data Engineer","Senior Software Developer","New Windsor, NY","Full-time $80k - $110k","Java",-74.1122506,41.4706446
"784",1499,"Cyber Coders","Data Engineer","Senior Software Developer","New Windsor, NY","Full-time $80k - $110k","Software Development",-74.1122506,41.4706446
"785",1500,"Cyber Coders","Data Engineer","Senior Software Engineer","Oviedo, FL","Compensation Unspecified","Integrated Master Schedule",-81.2081203,28.669997
"786",1501,"Cyber Coders","Data Engineer","Senior Software Engineer","Oviedo, FL","Compensation Unspecified","Memory Management",-81.2081203,28.669997
"787",1502,"Cyber Coders","Data Engineer","Senior Software Engineer","Oviedo, FL","Compensation Unspecified","Multi-Threading",-81.2081203,28.669997
"788",1503,"Cyber Coders","Data Engineer","Senior Software Engineer","Oviedo, FL","Compensation Unspecified","Spiral",-81.2081203,28.669997
"789",1504,"Cyber Coders","Data Engineer","Senior Software Engineer","Oviedo, FL","Compensation Unspecified","Waterfall",-81.2081203,28.669997
"790",1505,"Cyber Coders","Data Engineer","Senior Software Engineer","Springfield, VA","Full-time $100k - $175k","Devops",-77.1872036,38.7892801
"791",1506,"Cyber Coders","Data Engineer","Senior Software Engineer","Springfield, VA","Full-time $100k - $175k","Large Sets of Data",-77.1872036,38.7892801
"792",1507,"Cyber Coders","Data Engineer","Senior Software Engineer","Springfield, VA","Full-time $100k - $175k","back end",-77.1872036,38.7892801
"793",1508,"Cyber Coders","Data Engineer","Senior Software Engineer","Springfield, VA","Full-time $100k - $175k","geospatial",-77.1872036,38.7892801
"794",1509,"Cyber Coders","Data Engineer","Senior Software Engineer (C#/.Net/Java/Node.js)","Charleston, SC","Compensation Unspecified","C",-79.9310512,32.7764749
"795",1510,"Cyber Coders","Data Engineer","Senior Software Engineer (C#/.Net/Java/Node.js)","Charleston, SC","Compensation Unspecified","DoD",-79.9310512,32.7764749
"796",1511,"Cyber Coders","Data Engineer","Senior Software Engineer (C#/.Net/Java/Node.js)","Charleston, SC","Compensation Unspecified","Java",-79.9310512,32.7764749
"797",1512,"Cyber Coders","Data Engineer","Senior Software Engineer (C#/.Net/Java/Node.js)","Charleston, SC","Compensation Unspecified","NET",-79.9310512,32.7764749
"798",1513,"Cyber Coders","Data Engineer","Senior Software Engineer (C#/.Net/Java/Node.js)","Charleston, SC","Compensation Unspecified","Node.js",-79.9310512,32.7764749
"799",1514,"Cyber Coders","Data Engineer","Senior Software Engineer - Graphics Engine","Palo Alto, CA","Full-time $120k - $200k","Algorithms",-122.1430195,37.4418834
"800",1515,"Cyber Coders","Data Engineer","Senior Software Engineer - Graphics Engine","Palo Alto, CA","Full-time $120k - $200k","C",-122.1430195,37.4418834
"801",1516,"Cyber Coders","Data Engineer","Senior Software Engineer - Graphics Engine","Palo Alto, CA","Full-time $120k - $200k","Data Structures",-122.1430195,37.4418834
"802",1517,"Cyber Coders","Data Engineer","Senior Software Engineer - Graphics Engine","Palo Alto, CA","Full-time $120k - $200k","Direct3D",-122.1430195,37.4418834
"803",1518,"Cyber Coders","Data Engineer","Senior Software Engineer - Graphics Engine","Palo Alto, CA","Full-time $120k - $200k","Vulkan",-122.1430195,37.4418834
"804",1519,"Cyber Coders","Data Engineer","Senior Software Engineer - PHP","St. Louis, MO","Compensation Unspecified","CSS",-90.1994042,38.6270025
"805",1520,"Cyber Coders","Data Engineer","Senior Software Engineer - PHP","St. Louis, MO","Compensation Unspecified","HTML",-90.1994042,38.6270025
"806",1521,"Cyber Coders","Data Engineer","Senior Software Engineer - PHP","St. Louis, MO","Compensation Unspecified","LAMP",-90.1994042,38.6270025
"807",1522,"Cyber Coders","Data Engineer","Senior Software Engineer - PHP","St. Louis, MO","Compensation Unspecified","PHP",-90.1994042,38.6270025
"808",1523,"Cyber Coders","Data Engineer","Senior Software Engineer - PHP","St. Louis, MO","Compensation Unspecified","SQL",-90.1994042,38.6270025
"809",1524,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","Chicago, IL","Contract $60.00-$70.00","C",-87.6297982,41.8781136
"810",1525,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","Chicago, IL","Contract $60.00-$70.00","Financial Services",-87.6297982,41.8781136
"811",1526,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","Chicago, IL","Contract $60.00-$70.00","Linux",-87.6297982,41.8781136
"812",1527,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","Chicago, IL","Contract $60.00-$70.00","Market data",-87.6297982,41.8781136
"813",1528,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","Chicago, IL","Contract $60.00-$70.00","Message Based Application Development",-87.6297982,41.8781136
"814",1529,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","New York, NY","Contract $60.00-$70.00","Agile Development",-74.0059728,40.7127753
"815",1530,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","New York, NY","Contract $60.00-$70.00","C",-74.0059728,40.7127753
"816",1531,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","New York, NY","Contract $60.00-$70.00","Linux",-74.0059728,40.7127753
"817",1532,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","New York, NY","Contract $60.00-$70.00","Market data",-74.0059728,40.7127753
"818",1533,"Cyber Coders","Data Engineer","Senior Software Engineer - Temp to Perm","New York, NY","Contract $60.00-$70.00","Message Based Application Development",-74.0059728,40.7127753
"819",1534,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Ashford, WA","Full-time $130k - $200k","C",-122.0309408,46.7584413
"820",1535,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Ashford, WA","Full-time $130k - $200k","Game Industry Experience",-122.0309408,46.7584413
"821",1536,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Ashford, WA","Full-time $130k - $200k","Knowledge of Data Structures & Algorithms",-122.0309408,46.7584413
"822",1537,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Ashford, WA","Full-time $130k - $200k","Object-oriented Design",-122.0309408,46.7584413
"823",1538,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Ashford, WA","Full-time $130k - $200k","Unity",-122.0309408,46.7584413
"824",1539,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Bellevue, WA","Full-time $130k - $200k","C",-122.2015159,47.6101497
"825",1540,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Bellevue, WA","Full-time $130k - $200k","Game Industry Experience",-122.2015159,47.6101497
"826",1541,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Bellevue, WA","Full-time $130k - $200k","Knowledge of Data Structures & Algorithms",-122.2015159,47.6101497
"827",1542,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Bellevue, WA","Full-time $130k - $200k","Object-oriented Design",-122.2015159,47.6101497
"828",1543,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Bellevue, WA","Full-time $130k - $200k","Unity",-122.2015159,47.6101497
"829",1544,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Kirkland, WA","Full-time $130k - $200k","C",-122.2059833,47.6768927
"830",1545,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Kirkland, WA","Full-time $130k - $200k","Game Industry Experience",-122.2059833,47.6768927
"831",1546,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Kirkland, WA","Full-time $130k - $200k","Knowledge of Data Structures & Algorithms",-122.2059833,47.6768927
"832",1547,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Kirkland, WA","Full-time $130k - $200k","Object-oriented Design",-122.2059833,47.6768927
"833",1548,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Kirkland, WA","Full-time $130k - $200k","Unity",-122.2059833,47.6768927
"834",1549,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Seattle, WA","Full-time $130k - $200k","C",-122.3320708,47.6062095
"835",1550,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Seattle, WA","Full-time $130k - $200k","Game Industry Experience",-122.3320708,47.6062095
"836",1551,"Cyber Coders","Data Engineer","Senior Software Engineer - Virtual Reality","Seattle, WA","Full-time $130k - $200k","Knowledge of Data Structures & Algorithms",-122.3320708,47.6062095
