web-scraper-order,web-scraper-start-url,link,link-href,load more,load more-href,name,location,salary,skills
"1571593150-826","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


We are a multi-brand online consumer lender specializing in installment lending and lines of credit. We are on the cusp of significant growth in the scale of our operations and need you to help us ...
$110,000 - $130,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD87SH64VCW6K2D64WS?ipath=CRJR10","","","Data Scientist","Chicago","$120K","Curiosity"
"1571593134-783","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)

LMI
McLean
Full Time


The position will require the application and creation of advanced methodologies to continuously discover unique cyber threat indicators to help protect our customers from the most sophisticated, a...","https://www.careerbuilder.com/job/J3V56C6PWMQ9DGJ30L9?ipath=CRJR17","","","Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)","McLean","$130K","Information Security"
"1571593064-587","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Data Scientist (Life Actuarial Team)

QuestPro Consultants
Washington
Full Time


Responsibilities: Our client is looking to expand their world class team of Data Scientists! This is a team of 8 currently. The Data and Analytics team ( Actuarial based ) develops and implements d...
$90,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3W6R8790WW0T04TPY3?ipath=CRJR50","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist (Life Actuarial Team)","Washington","$90K","Mathematical Optimization"
"1571593081-637","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Market Data Scientist

Collabera
Saint Louis
Contractor


Responsible for conducting data analysis and developing predictive models leveraging data science and machine learning to solve various business use cases, including marketing intelligence, custome...



Easy Apply","https://www.careerbuilder.com/job/J3T78D604C5JWG93SJW?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Market Data Scientist","Saint Louis","$96K","Python (Programming Language)"
"1571593070-610","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","28 days ago
Senior Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


As a Senior Data Scientist , you are free to explore unique solutions and try fresh ideas that will benefit our trading business and investment companies. You’ll collaborate with some of tech’s and...



Easy Apply","https://www.careerbuilder.com/job/J2P3CB6YFB38WJ2QQHB?ipath=CRJR47","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Chicago","$110K","Metrics"
"1571593122-744","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","1 day ago
Data Scientist

A-Line Staffing Solutions
Boston
Full Time


You will leverage your technical knowledge and experience to help design data ingestion and data preparation patterns which are reusable within and across teams
Daily you will be working a variet...
$75 - $103 / hour


Easy Apply","https://www.careerbuilder.com/job/J2V08V733GL7R49QSRZ?ipath=CRJR23","","","Data Scientist","Boston","$89","Amazon Web Services"
"1571593169-877","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","8 days ago
Data Scientist (Mid to Senior)

Visionaire Partners
Atlanta
Full Time


As the Data Scientist, you will work on various data science projects across the company portfolio supporting multiple brands. This role will facilitate the end-to-end development, testing, and mon...



Easy Apply","https://www.careerbuilder.com/job/J2N67F6LHN9YJWRFY31?ipath=CRJR1","","","Data Scientist (Mid to Senior)","Atlanta","$90K","Data Analysis"
"1571593101-689","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


11 days ago
MARKET DATA SCIENTIST

Integrated Resources, Inc
St. Louis
Contractor


The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must...



Easy Apply","https://www.careerbuilder.com/job/J3P7Z3768RSL38YVHHB?ipath=CRJR32","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","MARKET DATA SCIENTIST","St. Louis","$96K","Data Science"
"1571593124-754","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","14 days ago
Data Scientist

Genesis10
Charlotte
Contractor


The Data Scientist is responsible for being a part of the execution team of advanced analytics techniques with the objective of creating casual inferences, predictions and recommendations for the t...



Easy Apply","https://www.careerbuilder.com/job/J3R7G66442THXDGQ1CD?ipath=CRJR22","","","Data Scientist","Charlotte","$120K","Natural Language Processing"
"1571593158-846","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Python (Programming Language)"
"1571593070-609","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","28 days ago
Senior Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


As a Senior Data Scientist , you are free to explore unique solutions and try fresh ideas that will benefit our trading business and investment companies. You’ll collaborate with some of tech’s and...



Easy Apply","https://www.careerbuilder.com/job/J2P3CB6YFB38WJ2QQHB?ipath=CRJR47","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Chicago","$110K","Investments"
"1571593156-839","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

Robert Half Technology
McLean
Full Time


As a senior data scientist, you will help business units effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to lead ...
$130,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3R2C276FL2M3FD3Y36?ipath=CRJR7","","","Data Scientist","McLean","$140K","Data Science"
"1571593107-706","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - AWS Big Data - Chicago, IL - 130,000+

Jefferson Frank
Chicago
Full Time


Jefferson Frank is the Amazon Web Services (AWS) recruiter of choice. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity fir...
$130,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3S0RF71D43FDJLTJN8?ipath=CRJR30","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - AWS Big Data - Chicago, IL - 130,000+","Chicago","$150K","Apache Hadoop"
"1571593148-818","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

New York
Contractor


My name is Jerald Paul and I am a Senior Technical Recruiter with ACT Consulting. We have an urgent contract opening for a Lead Data Scientist with our direct client located in New York, NY.
ACT ...



Easy Apply","https://www.careerbuilder.com/job/JDF3JJ6FH82QV67ZLK1?ipath=CRJR11","","","Data Scientist","Contractor","$130K","Apache Solr"
"1571593132-777","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Data Scientist

CoStar Group
Atlanta
Full Time


As a Data Scientist on our analytics and data science team, you will leverage your deep experience in data analysis and data mining to drive significant traffic and user engagement growth for the A...","https://www.careerbuilder.com/job/J3R1YT6GZT4MGTF41XC?ipath=CRJR18","","","Data Scientist","Atlanta","$110K","Seaborn"
"1571593148-817","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

New York
Contractor


My name is Jerald Paul and I am a Senior Technical Recruiter with ACT Consulting. We have an urgent contract opening for a Lead Data Scientist with our direct client located in New York, NY.
ACT ...



Easy Apply","https://www.careerbuilder.com/job/JDF3JJ6FH82QV67ZLK1?ipath=CRJR11","","","Data Scientist","Contractor","$130K","No Sql"
"1571593130-771","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Sr. Data Scientist

Jefferson Frank
Tysons
Full Time


My client in Tysons, VA are currently searching for a Sr. Data Scientist to speak with clients as well as do some in-house projects within Machine Learning and Deep Learning. Work with a team of da...



Easy Apply","https://www.careerbuilder.com/job/J3Q12K70T0HZP2VC952?ipath=CRJR19","","","Sr. Data Scientist","Tysons","$120K","Communication"
"1571593169-878","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","8 days ago
Data Scientist (Mid to Senior)

Visionaire Partners
Atlanta
Full Time


As the Data Scientist, you will work on various data science projects across the company portfolio supporting multiple brands. This role will facilitate the end-to-end development, testing, and mon...



Easy Apply","https://www.careerbuilder.com/job/J2N67F6LHN9YJWRFY31?ipath=CRJR1","","","Data Scientist (Mid to Senior)","Atlanta","$90K","Predictive Modelling"
"1571593158-850","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Machine Learning"
"1571593164-864","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Orlando, FL

Jefferson Frank
Miami
Full Time


Exciting Data Scientist opportunity for those who like a challenge! Are you a Data Scientist looking to take the next step in a succesful career? This could be your chance! Location: Orlando, FL Re...



Easy Apply","https://www.careerbuilder.com/job/J3M35G6CYYKR7D4HFLK?ipath=CRJR3","","","Data Scientist - Orlando, FL","Miami","null","Extract Transform And Load (Etl)"
"1571593099-685","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Sr. Data Scientist

Chicago
Full Time


As part of our Government Products Reporting and Insights team, you will support the most vulnerable of our population: Medicare and Medicaid members. By gathering and analyzing their health, utili...
$120,000 - $125,000 / year


Easy Apply","https://www.careerbuilder.com/job/J2N4R668FRLYMF8H147?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Sr. Data Scientist","Full-Time","$120K","Machine Learning"
"1571593120-739","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Data Scientist

Lucas Group - Search
Orlando
Full Time


The Data Scientist works closely with the Finance, Operations, Business Intelligence, and Investment teams to maintain and improve the data infrastructure and turn data into critical information an...



Easy Apply","https://www.careerbuilder.com/job/J3M1Y6701JX7LDJ4MD4?ipath=CRJR24","","","Data Scientist","Orlando","$83K","Data Management"
"1571593112-713","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Team Lead Data Scientist- ATL- $130K+

Jefferson Frank
Atlanta
Full Time


As a Data Science Team Lead, you will be responsible for leading a team in order to build proprietary data and analytics capabilities to help better understand customers and clients. As a Data Scie...
$130,000 - $140,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q5686BMBHN4HWXYPX?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Team Lead Data Scientist- ATL- $130K+","Atlanta","null","Data Science"
"1571593144-807","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Digestive System"
"1571593109-711","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","15 days ago
Senior Data Scientist

Robert Half Technology
Fort Worth
Full Time


The Senior Data Scientist will design, develop and implement valuable business solutions for the organization by preparing and cleaning data, designing and coding decision support systems and measu...



Easy Apply","https://www.careerbuilder.com/job/J3Q64T64CV1HJVGBRQH?ipath=CRJR29","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Fort Worth","$90K","Random Forest"
"1571593169-879","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","8 days ago
Data Scientist (Mid to Senior)

Visionaire Partners
Atlanta
Full Time


As the Data Scientist, you will work on various data science projects across the company portfolio supporting multiple brands. This role will facilitate the end-to-end development, testing, and mon...



Easy Apply","https://www.careerbuilder.com/job/J2N67F6LHN9YJWRFY31?ipath=CRJR1","","","Data Scientist (Mid to Senior)","Atlanta","$90K","Code Review"
"1571593160-855","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist with Azure Experience-Boston-160K+

Nigel Frank International US
Boston
Full Time


Design, deploy and maintain statistical, predictive and data mining models to translate data into meaningful insights and recommendations across my clients financial, operational and strategic busi...
$160,000 - $170,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3M2L368Y5XCHQSZDN7?ipath=CRJR5","","","Data Scientist with Azure Experience-Boston-160K+","Boston","$170K","Apache Hadoop"
"1571593144-808","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Extract Transform Load (Etl)"
"1571593076-628","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","13 days ago
Senior Data Scientist

Kforce Technology
Philadelphia
Full Time


Kforce has a client that is seeking a Senior Data Scientist in Philadelphia, Pennsylvania (PA).
Essential Duties:
Researches and identifies Machine Learning (ML) and Natural Language Processin...



Easy Apply","https://www.careerbuilder.com/job/J3S7WH6VR0XTKF73Z7X?ipath=CRJR44","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Philadelphia","$110K","Machine Learning"
"1571593154-834","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist / Course Instructor - TS/SCI w/ Polygraph

LMI
Herndon
Full Time


The Sponsor is responsible for helping Agency customers and leaders made data-driven decisions. As a result, the Sponsor is tasked to identify, cultivate, and promulgate established and emerging di...","https://www.careerbuilder.com/job/J3M6WN6YDNGV4HB1RWJ?ipath=CRJR8","","","Data Scientist / Course Instructor - TS/SCI w/ Polygraph","Herndon","null","Creativity"
"1571593076-625","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","13 days ago
Senior Data Scientist

Kforce Technology
Philadelphia
Full Time


Kforce has a client that is seeking a Senior Data Scientist in Philadelphia, Pennsylvania (PA).
Essential Duties:
Researches and identifies Machine Learning (ML) and Natural Language Processin...



Easy Apply","https://www.careerbuilder.com/job/J3S7WH6VR0XTKF73Z7X?ipath=CRJR44","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Philadelphia","$110K","Analytics"
"1571593112-716","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Team Lead Data Scientist- ATL- $130K+

Jefferson Frank
Atlanta
Full Time


As a Data Science Team Lead, you will be responsible for leading a team in order to build proprietary data and analytics capabilities to help better understand customers and clients. As a Data Scie...
$130,000 - $140,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q5686BMBHN4HWXYPX?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Team Lead Data Scientist- ATL- $130K+","Atlanta","null","Data Mining"
"1571593068-601","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","S


24 days ago
Data Scientist

Sears
Hoffman Estates
Full Time


The Data Scientist is responsible for developing, maintaining and enhancing statistical models and algorithms to create strategic business opportunities across the organization relative to Marketin...



Easy Apply","https://www.careerbuilder.com/job/J3N26373NWV5WM77KWY?ipath=CRJR48","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Hoffman Estates","$100K","Data Analysis"
"1571593169-876","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","8 days ago
Data Scientist (Mid to Senior)

Visionaire Partners
Atlanta
Full Time


As the Data Scientist, you will work on various data science projects across the company portfolio supporting multiple brands. This role will facilitate the end-to-end development, testing, and mon...



Easy Apply","https://www.careerbuilder.com/job/J2N67F6LHN9YJWRFY31?ipath=CRJR1","","","Data Scientist (Mid to Senior)","Atlanta","$90K","Data Mining"
"1571593130-769","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Sr. Data Scientist

Jefferson Frank
Tysons
Full Time


My client in Tysons, VA are currently searching for a Sr. Data Scientist to speak with clients as well as do some in-house projects within Machine Learning and Deep Learning. Work with a team of da...



Easy Apply","https://www.careerbuilder.com/job/J3Q12K70T0HZP2VC952?ipath=CRJR19","","","Sr. Data Scientist","Tysons","$120K","Python (Programming Language)"
"1571593167-874","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","Today
Data Scientist

Apex Systems
Rockville
Contractor


OVERVIEW : Apex Systems has an immediate need for a mid to senior level Data Scientist to support the expansion of ML/AI experimentation. The position is on a long-term contract basis with competit...



Easy Apply","https://www.careerbuilder.com/job/J3T2917814NJL65P0ST?ipath=CRJR2","","","Data Scientist","Rockville","$110K","Predictive Analytics"
"1571593070-605","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","28 days ago
Senior Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


As a Senior Data Scientist , you are free to explore unique solutions and try fresh ideas that will benefit our trading business and investment companies. You’ll collaborate with some of tech’s and...



Easy Apply","https://www.careerbuilder.com/job/J2P3CB6YFB38WJ2QQHB?ipath=CRJR47","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Senior Data Scientist","Chicago","$110K","Deep Learning"
"1571593089-659","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","23 days ago
Chief Data Scientist

Jefferson Frank
Chevy Chase
Full Time


My client in Reston, VA is on the search for a Chief Data Scientist. As a Chief Data Scientist you will be leading a team of 4 data scientists and 2 data engineers. You will be building out this de...
£21,001 / year


Easy Apply","https://www.careerbuilder.com/job/J3R4CF68TCC76PXDLDQ?ipath=CRJR38","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Chief Data Scientist","Chevy Chase","$21K","Sap R/3"
"1571593136-787","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist

Kforce Technology
Herndon
Contractor


Kforce has a client that is seeking a Data Scientist in Herndon, Virginia (VA).
Essential Duties:
Lead and perform hands-on analysis and modeling involving the creation of intervention hypothe...



Easy Apply","https://www.careerbuilder.com/job/J3Q57P60C8R5X2BSW0J?ipath=CRJR16","","","Data Scientist","Herndon","$110K","Big Data"
"1571593068-600","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","S


24 days ago
Data Scientist

Sears
Hoffman Estates
Full Time


The Data Scientist is responsible for developing, maintaining and enhancing statistical models and algorithms to create strategic business opportunities across the organization relative to Marketin...



Easy Apply","https://www.careerbuilder.com/job/J3N26373NWV5WM77KWY?ipath=CRJR48","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Hoffman Estates","$100K","Predictive Analytics"
"1571593160-854","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist with Azure Experience-Boston-160K+

Nigel Frank International US
Boston
Full Time


Design, deploy and maintain statistical, predictive and data mining models to translate data into meaningful insights and recommendations across my clients financial, operational and strategic busi...
$160,000 - $170,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3M2L368Y5XCHQSZDN7?ipath=CRJR5","","","Data Scientist with Azure Experience-Boston-160K+","Boston","$170K","Tableau (Busines Intelligence Software)"
"1571593114-722","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Data Scientist, Principal

XPO Logistics, Inc.
Ann Arbor
Full Time


At XPO Logistics, we invest hundreds of millions in technology every year so that we can continue to develop state-of-the-art solutions for our customers. Are you looking for an opportunity to take...","https://www.careerbuilder.com/job/J3S82Y6TQF9S1WKJS66?ipath=CRJR27","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist, Principal","Ann Arbor","$110K","Data Warehousing"
"1571593162-861","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Lead Data Scientist-Milwaukee, Wisconsin

Jefferson Frank
Milwaukee
Full Time


The Lead Data Scientist will work with a nimble team to find key business solutions with exploratory data analysis, statistical inference, data mining and machine learning with a wealth of commerci...



Easy Apply","https://www.careerbuilder.com/job/J3P6966X516Z2BTQ1TD?ipath=CRJR4","","","Lead Data Scientist-Milwaukee, Wisconsin","Milwaukee","$120K","C++ (Programming Language)"
"1571593081-639","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Market Data Scientist

Collabera
Saint Louis
Contractor


Responsible for conducting data analysis and developing predictive models leveraging data science and machine learning to solve various business use cases, including marketing intelligence, custome...



Easy Apply","https://www.careerbuilder.com/job/J3T78D604C5JWG93SJW?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Market Data Scientist","Saint Louis","$96K","Marketing Intelligence"
"1571593116-727","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Digital Data Scientist

Apex Systems
Cincinnati
Full Time


Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below: Position Summary: Lead the design, development, ...



Easy Apply","https://www.careerbuilder.com/job/J3T2S278712H4801QS6?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Digital Data Scientist","Cincinnati","$64K","Training"
"1571593144-806","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Apache Spark"
"1571593124-749","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","14 days ago
Data Scientist

Genesis10
Charlotte
Contractor


The Data Scientist is responsible for being a part of the execution team of advanced analytics techniques with the objective of creating casual inferences, predictions and recommendations for the t...



Easy Apply","https://www.careerbuilder.com/job/J3R7G66442THXDGQ1CD?ipath=CRJR22","","","Data Scientist","Charlotte","$120K","Scikit Learn"
"1571593097-679","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA

American Cybersystems, Inc. (ACS Group)
Boston
Contractor


Client is looking for Data Scientist Consultant / Data Science Engineer with extensive experience in Machine Learning. Should have extensive experience in Python. Familiar with Deep Learning, N...



Easy Apply","https://www.careerbuilder.com/job/JDD1VS6P5H8DXXP9BN3?ipath=CRJR34","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA","Boston","null","Natural Language Processing"
"1571593066-597","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Principal / Lead Data Scientist

Nigel Frank International US
New York
Contractor


My client who is one the best product companies in the country is actively looking for an experienced Principal / Lead Data Scientist. Candidate will work as part of an interdisciplinary Agile team...



Easy Apply","https://www.careerbuilder.com/job/J3V017660JKMDP9JCRN?ipath=CRJR49","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal / Lead Data Scientist","New York","$140K","Artificial Intelligence"
"1571593087-653","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","27 days ago
Principal Data Scientist

Jefferson Frank
Chevy Chase
Full Time


My client in Chevy Chase, MD is on the search for a Principal Data Scientist and a Sr. Data Scientist. As a Principal Data Scientist you will be leading a team of 4 scientists and 2 data engineers....



Easy Apply","https://www.careerbuilder.com/job/J3Q485682M6BVCV008L?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Chevy Chase","$130K","Data Science"
"1571593132-774","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Data Scientist

CoStar Group
Atlanta
Full Time


As a Data Scientist on our analytics and data science team, you will leverage your deep experience in data analysis and data mining to drive significant traffic and user engagement growth for the A...","https://www.careerbuilder.com/job/J3R1YT6GZT4MGTF41XC?ipath=CRJR18","","","Data Scientist","Atlanta","$110K","Scikit Learn"
"1571593072-613","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


12 days ago
Data Scientist

Integrated Resources, Inc
Westwood
Full Time


Neurology Business Group is currently looking to fill a Senior Manager, Data Operations position at its North American Headquarters in Woodcliff Lake, NJ. Responsibilities include but are not limit...



Easy Apply","https://www.careerbuilder.com/job/J3V5QK640SNHJS4LXNX?ipath=CRJR46","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Westwood","$130K","Big Data"
"1571593154-835","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist / Course Instructor - TS/SCI w/ Polygraph

LMI
Herndon
Full Time


The Sponsor is responsible for helping Agency customers and leaders made data-driven decisions. As a result, the Sponsor is tasked to identify, cultivate, and promulgate established and emerging di...","https://www.careerbuilder.com/job/J3M6WN6YDNGV4HB1RWJ?ipath=CRJR8","","","Data Scientist / Course Instructor - TS/SCI w/ Polygraph","Herndon","null","Mathematics"
